CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
1.31%,232.7MiB / 1.941GiB,11.71%,18.1kB / 24.2kB,54.6MB / 16.4kB,47
4.14%,232.8MiB / 1.941GiB,11.72%,20.1kB / 27.7kB,54.7MB / 16.4kB,47
2.15%,232.8MiB / 1.941GiB,11.71%,21.3kB / 29.7kB,54.7MB / 16.4kB,47
1.93%,232.8MiB / 1.941GiB,11.72%,23kB / 32.8kB,54.7MB / 16.4kB,47
1.79%,232.6MiB / 1.941GiB,11.71%,23.6kB / 33.8kB,54.7MB / 16.4kB,47
1.33%,232.6MiB / 1.941GiB,11.70%,24.8kB / 35.9kB,54.7MB / 16.4kB,47
25.24%,237.2MiB / 1.941GiB,11.93%,25.9kB / 38kB,54.7MB / 16.4kB,47
0.89%,230.3MiB / 1.941GiB,11.59%,26.5kB / 39kB,54.7MB / 16.4kB,47
0.41%,230.3MiB / 1.941GiB,11.59%,27.1kB / 40kB,54.7MB / 16.4kB,47
0.55%,230.5MiB / 1.941GiB,11.60%,29.1kB / 43.5kB,54.7MB / 16.4kB,47
0.46%,231.2MiB / 1.941GiB,11.63%,32.4kB / 48.1kB,55.1MB / 16.4kB,47
3.50%,231MiB / 1.941GiB,11.62%,33.6kB / 50.2kB,55.1MB / 16.4kB,47
2.65%,231MiB / 1.941GiB,11.62%,35.3kB / 53.3kB,55.2MB / 16.4kB,47
1.61%,231MiB / 1.941GiB,11.62%,35.9kB / 54.3kB,55.2MB / 16.4kB,47
3.50%,231.2MiB / 1.941GiB,11.63%,38.2kB / 58.4kB,55.2MB / 16.4kB,47
1.99%,231.2MiB / 1.941GiB,11.64%,39.4kB / 60.5kB,55.2MB / 16.4kB,47
1.00%,231.3MiB / 1.941GiB,11.64%,40.5kB / 62.5kB,55.2MB / 16.4kB,47
2.68%,231.3MiB / 1.941GiB,11.64%,42.3kB / 65.6kB,55.2MB / 16.4kB,47
0.78%,230.9MiB / 1.941GiB,11.62%,45.4kB / 70.2kB,55.2MB / 16.4kB,47
1.75%,231MiB / 1.941GiB,11.62%,48.4kB / 75.1kB,55.2MB / 16.4kB,47
1.33%,230.5MiB / 1.941GiB,11.60%,49.5kB / 77.1kB,55.3MB / 16.4kB,47
7.79%,231MiB / 1.941GiB,11.62%,53.3kB / 83.7kB,55.5MB / 16.4kB,47
1.33%,230.7MiB / 1.941GiB,11.61%,55kB / 86.8kB,55.5MB / 16.4kB,47
2.85%,230.4MiB / 1.941GiB,11.59%,56.8kB / 89.9kB,55.5MB / 16.4kB,47
4.12%,230.5MiB / 1.941GiB,11.60%,59.1kB / 94kB,55.5MB / 16.4kB,47
2.30%,230.3MiB / 1.941GiB,11.59%,60.8kB / 97.1kB,55.6MB / 16.4kB,47
1.43%,230.2MiB / 1.941GiB,11.58%,63.4kB / 102kB,55.6MB / 16.4kB,47
2.10%,230.3MiB / 1.941GiB,11.59%,65.2kB / 105kB,55.6MB / 16.4kB,47
1.10%,230.1MiB / 1.941GiB,11.58%,69kB / 111kB,55.6MB / 16.4kB,47
2.30%,230MiB / 1.941GiB,11.57%,71.3kB / 115kB,55.7MB / 16.4kB,47
1.56%,230MiB / 1.941GiB,11.58%,73.1kB / 118kB,55.7MB / 16.4kB,47
2.81%,230.1MiB / 1.941GiB,11.58%,77.3kB / 124kB,55.7MB / 16.4kB,47
1.32%,229.7MiB / 1.941GiB,11.56%,80.1kB / 129kB,55.7MB / 16.4kB,47
2.08%,229.8MiB / 1.941GiB,11.56%,81.3kB / 131kB,55.7MB / 16.4kB,47
1.14%,229.5MiB / 1.941GiB,11.55%,83.6kB / 135kB,55.7MB / 16.4kB,47
1.98%,229.5MiB / 1.941GiB,11.55%,85.9kB / 139kB,55.8MB / 16.4kB,47
1.77%,229.5MiB / 1.941GiB,11.55%,89.8kB / 146kB,55.8MB / 16.4kB,47
0.42%,229.5MiB / 1.941GiB,11.55%,91kB / 148kB,55.8MB / 16.4kB,47
1.69%,229.5MiB / 1.941GiB,11.55%,94.8kB / 154kB,55.8MB / 16.4kB,47
4.79%,229.7MiB / 1.941GiB,11.56%,99.2kB / 161kB,55.8MB / 16.4kB,47
4.07%,229.7MiB / 1.941GiB,11.56%,103kB / 167kB,55.8MB / 16.4kB,47
4.30%,229.7MiB / 1.941GiB,11.56%,108kB / 176kB,55.8MB / 16.4kB,47
0.98%,229.7MiB / 1.941GiB,11.56%,110kB / 178kB,55.8MB / 16.4kB,47
1.43%,229.7MiB / 1.941GiB,11.56%,111kB / 181kB,55.8MB / 16.4kB,47
4.69%,229.8MiB / 1.941GiB,11.56%,116kB / 190kB,56MB / 16.4kB,47
0.43%,229.7MiB / 1.941GiB,11.56%,116kB / 190kB,56MB / 16.4kB,47
4.39%,229.9MiB / 1.941GiB,11.57%,120kB / 197kB,56.1MB / 16.4kB,47
3.13%,230MiB / 1.941GiB,11.57%,124kB / 204kB,56.1MB / 16.4kB,47
3.90%,230MiB / 1.941GiB,11.57%,127kB / 207kB,56.1MB / 16.4kB,47
10.29%,230.2MiB / 1.941GiB,11.59%,133kB / 218kB,56.1MB / 16.4kB,47
3.94%,230.2MiB / 1.941GiB,11.59%,134kB / 221kB,56.1MB / 16.4kB,47
2.94%,230.2MiB / 1.941GiB,11.59%,137kB / 225kB,56.1MB / 16.4kB,47
4.65%,230.3MiB / 1.941GiB,11.59%,141kB / 234kB,56.1MB / 16.4kB,47
20.23%,230.4MiB / 1.941GiB,11.60%,147kB / 240kB,56.1MB / 16.4kB,47
4.35%,230.4MiB / 1.941GiB,11.59%,149kB / 244kB,56.2MB / 16.4kB,47
2.13%,230.5MiB / 1.941GiB,11.60%,152kB / 251kB,56.2MB / 16.4kB,47
1.83%,230.6MiB / 1.941GiB,11.60%,155kB / 256kB,56.2MB / 16.4kB,47
1.77%,229.7MiB / 1.941GiB,11.56%,156kB / 258kB,56.2MB / 16.4kB,47
4.70%,230.1MiB / 1.941GiB,11.58%,161kB / 266kB,56.2MB / 16.4kB,47
1.99%,230.6MiB / 1.941GiB,11.60%,165kB / 274kB,56.9MB / 16.4kB,47
25.09%,230.8MiB / 1.941GiB,11.61%,168kB / 279kB,56.9MB / 16.4kB,47
1.92%,230.8MiB / 1.941GiB,11.61%,172kB / 285kB,56.9MB / 16.4kB,47
4.22%,230.8MiB / 1.941GiB,11.62%,177kB / 293kB,56.9MB / 16.4kB,47
28.02%,230.9MiB / 1.941GiB,11.62%,182kB / 301kB,56.9MB / 16.4kB,47
2.27%,230.9MiB / 1.941GiB,11.62%,188kB / 312kB,56.9MB / 16.4kB,47
1.13%,230.9MiB / 1.941GiB,11.62%,190kB / 315kB,56.9MB / 16.4kB,47
1.01%,231MiB / 1.941GiB,11.62%,193kB / 321kB,56.9MB / 16.4kB,47
0.39%,231MiB / 1.941GiB,11.62%,195kB / 324kB,56.9MB / 16.4kB,47
3.05%,231MiB / 1.941GiB,11.63%,201kB / 335kB,56.9MB / 16.4kB,47
