CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
13.78%,205.2MiB / 1.941GiB,10.32%,93.3MB / 40.4MB,956MB / 16.4kB,45
1.97%,205.2MiB / 1.941GiB,10.32%,93.8MB / 40.6MB,956MB / 16.4kB,45
4.22%,205.2MiB / 1.941GiB,10.32%,94.1MB / 40.7MB,956MB / 16.4kB,45
6.66%,205.2MiB / 1.941GiB,10.32%,94.6MB / 40.9MB,956MB / 16.4kB,45
7.09%,205.2MiB / 1.941GiB,10.32%,95.1MB / 41.1MB,956MB / 16.4kB,45
5.62%,205.2MiB / 1.941GiB,10.32%,95.5MB / 41.3MB,956MB / 16.4kB,45
2.05%,205.2MiB / 1.941GiB,10.33%,95.7MB / 41.4MB,956MB / 16.4kB,45
7.98%,205.2MiB / 1.941GiB,10.33%,96.5MB / 41.7MB,956MB / 16.4kB,45
5.19%,205.2MiB / 1.941GiB,10.33%,96.9MB / 41.9MB,956MB / 16.4kB,45
7.93%,205.2MiB / 1.941GiB,10.33%,97.5MB / 42.2MB,956MB / 16.4kB,45
4.74%,204.9MiB / 1.941GiB,10.31%,97.9MB / 42.3MB,956MB / 16.4kB,45
2.36%,204.9MiB / 1.941GiB,10.31%,98.2MB / 42.5MB,956MB / 16.4kB,45
5.65%,204.9MiB / 1.941GiB,10.31%,98.8MB / 42.7MB,956MB / 16.4kB,45
11.62%,204.9MiB / 1.941GiB,10.31%,99.3MB / 43MB,956MB / 16.4kB,45
6.23%,204.9MiB / 1.941GiB,10.31%,99.7MB / 43.1MB,956MB / 16.4kB,45
5.39%,205MiB / 1.941GiB,10.31%,100MB / 43.4MB,956MB / 16.4kB,45
6.22%,204.9MiB / 1.941GiB,10.31%,101MB / 43.7MB,956MB / 16.4kB,44
5.31%,205MiB / 1.941GiB,10.31%,101MB / 43.8MB,956MB / 16.4kB,45
1.84%,205MiB / 1.941GiB,10.31%,102MB / 44.1MB,956MB / 16.4kB,45
8.25%,205MiB / 1.941GiB,10.32%,102MB / 44.3MB,956MB / 16.4kB,45
4.51%,205MiB / 1.941GiB,10.32%,103MB / 44.5MB,956MB / 16.4kB,45
23.50%,205MiB / 1.941GiB,10.32%,104MB / 44.8MB,956MB / 16.4kB,45
8.74%,205MiB / 1.941GiB,10.32%,104MB / 45MB,956MB / 16.4kB,45
9.12%,205MiB / 1.941GiB,10.32%,105MB / 45.3MB,956MB / 16.4kB,45
2.25%,205MiB / 1.941GiB,10.32%,105MB / 45.5MB,956MB / 16.4kB,45
6.98%,205MiB / 1.941GiB,10.32%,106MB / 45.8MB,956MB / 16.4kB,45
9.82%,205MiB / 1.941GiB,10.32%,107MB / 46.1MB,956MB / 16.4kB,45
4.93%,205MiB / 1.941GiB,10.32%,107MB / 46.3MB,956MB / 16.4kB,45
6.44%,205.2MiB / 1.941GiB,10.33%,108MB / 46.6MB,956MB / 16.4kB,45
0.56%,205MiB / 1.941GiB,10.32%,108MB / 46.6MB,956MB / 16.4kB,45
0.39%,205MiB / 1.941GiB,10.32%,108MB / 46.6MB,956MB / 16.4kB,45
0.45%,205MiB / 1.941GiB,10.32%,108MB / 46.6MB,956MB / 16.4kB,45
0.38%,205MiB / 1.941GiB,10.32%,108MB / 46.6MB,956MB / 16.4kB,45
0.46%,205MiB / 1.941GiB,10.32%,108MB / 46.6MB,956MB / 16.4kB,45
0.47%,205MiB / 1.941GiB,10.32%,108MB / 46.6MB,956MB / 16.4kB,45
0.59%,205MiB / 1.941GiB,10.32%,108MB / 46.6MB,956MB / 16.4kB,45
0.47%,205MiB / 1.941GiB,10.32%,108MB / 46.6MB,956MB / 16.4kB,45
0.64%,205MiB / 1.941GiB,10.32%,108MB / 46.6MB,956MB / 16.4kB,45
