CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
1.59%,257MiB / 1.941GiB,12.93%,1.56MB / 4.16MB,412MB / 24.6kB,54
1.54%,257MiB / 1.941GiB,12.93%,1.57MB / 4.18MB,412MB / 24.6kB,54
13.97%,257.2MiB / 1.941GiB,12.94%,1.59MB / 4.21MB,412MB / 24.6kB,54
0.96%,257.2MiB / 1.941GiB,12.94%,1.59MB / 4.23MB,412MB / 24.6kB,54
0.89%,257.2MiB / 1.941GiB,12.94%,1.6MB / 4.25MB,412MB / 24.6kB,54
7.82%,264.8MiB / 1.941GiB,13.32%,1.61MB / 4.28MB,412MB / 24.6kB,54
1.45%,264.8MiB / 1.941GiB,13.33%,1.61MB / 4.29MB,412MB / 24.6kB,54
2.63%,257.3MiB / 1.941GiB,12.95%,1.62MB / 4.31MB,412MB / 24.6kB,54
3.00%,257.4MiB / 1.941GiB,12.95%,1.63MB / 4.33MB,412MB / 24.6kB,54
2.45%,257.4MiB / 1.941GiB,12.95%,1.64MB / 4.36MB,412MB / 24.6kB,54
4.55%,257.3MiB / 1.941GiB,12.95%,1.65MB / 4.38MB,412MB / 24.6kB,54
1.83%,257.2MiB / 1.941GiB,12.94%,1.65MB / 4.39MB,412MB / 24.6kB,54
5.31%,257.5MiB / 1.941GiB,12.96%,1.66MB / 4.42MB,412MB / 24.6kB,54
3.06%,257.5MiB / 1.941GiB,12.96%,1.67MB / 4.44MB,412MB / 24.6kB,54
7.48%,257.5MiB / 1.941GiB,12.96%,1.68MB / 4.47MB,412MB / 24.6kB,54
3.64%,257.5MiB / 1.941GiB,12.96%,1.69MB / 4.49MB,412MB / 24.6kB,54
3.24%,257.9MiB / 1.941GiB,12.98%,1.69MB / 4.51MB,412MB / 24.6kB,54
2.90%,257.9MiB / 1.941GiB,12.98%,1.7MB / 4.53MB,412MB / 24.6kB,54
1.46%,257.9MiB / 1.941GiB,12.98%,1.71MB / 4.55MB,412MB / 24.6kB,54
2.64%,257.9MiB / 1.941GiB,12.98%,1.72MB / 4.57MB,412MB / 24.6kB,54
2.92%,257.9MiB / 1.941GiB,12.98%,1.73MB / 4.6MB,412MB / 24.6kB,54
4.53%,257.9MiB / 1.941GiB,12.98%,1.73MB / 4.62MB,412MB / 24.6kB,54
20.98%,257.9MiB / 1.941GiB,12.98%,1.74MB / 4.64MB,412MB / 24.6kB,54
1.60%,257.9MiB / 1.941GiB,12.98%,1.75MB / 4.66MB,412MB / 24.6kB,54
3.31%,257.7MiB / 1.941GiB,12.97%,1.76MB / 4.69MB,412MB / 24.6kB,54
9.45%,257.7MiB / 1.941GiB,12.97%,1.77MB / 4.72MB,412MB / 24.6kB,54
3.42%,257.7MiB / 1.941GiB,12.97%,1.78MB / 4.74MB,412MB / 24.6kB,54
20.11%,258.3MiB / 1.941GiB,13.00%,1.78MB / 4.76MB,412MB / 24.6kB,54
2.59%,258.3MiB / 1.941GiB,13.00%,1.79MB / 4.78MB,412MB / 24.6kB,54
2.91%,258.3MiB / 1.941GiB,13.00%,1.8MB / 4.8MB,412MB / 24.6kB,54
5.58%,258.5MiB / 1.941GiB,13.01%,1.81MB / 4.82MB,412MB / 24.6kB,54
2.84%,258.5MiB / 1.941GiB,13.01%,1.82MB / 4.84MB,412MB / 24.6kB,54
1.65%,258.5MiB / 1.941GiB,13.01%,1.82MB / 4.86MB,412MB / 24.6kB,54
4.98%,258.5MiB / 1.941GiB,13.01%,1.83MB / 4.89MB,412MB / 24.6kB,54
6.26%,258.5MiB / 1.941GiB,13.01%,1.85MB / 4.93MB,412MB / 24.6kB,54
1.61%,258.5MiB / 1.941GiB,13.01%,1.85MB / 4.94MB,412MB / 24.6kB,54
5.43%,258.5MiB / 1.941GiB,13.01%,1.86MB / 4.96MB,412MB / 24.6kB,54
3.82%,258.5MiB / 1.941GiB,13.01%,1.87MB / 4.98MB,412MB / 24.6kB,54
2.20%,258.5MiB / 1.941GiB,13.01%,1.87MB / 5MB,412MB / 24.6kB,54
2.64%,258.6MiB / 1.941GiB,13.01%,1.88MB / 5.02MB,412MB / 24.6kB,54
2.65%,258.6MiB / 1.941GiB,13.01%,1.89MB / 5.05MB,412MB / 24.6kB,54
14.57%,259.1MiB / 1.941GiB,13.04%,1.9MB / 5.07MB,413MB / 24.6kB,54
6.28%,259.1MiB / 1.941GiB,13.04%,1.91MB / 5.09MB,413MB / 24.6kB,54
2.92%,259.1MiB / 1.941GiB,13.04%,1.92MB / 5.12MB,413MB / 24.6kB,54
3.40%,259.1MiB / 1.941GiB,13.04%,1.92MB / 5.14MB,413MB / 24.6kB,54
2.00%,259.1MiB / 1.941GiB,13.04%,1.93MB / 5.16MB,413MB / 24.6kB,54
1.38%,259.1MiB / 1.941GiB,13.04%,1.94MB / 5.18MB,413MB / 24.6kB,54
3.63%,259.1MiB / 1.941GiB,13.04%,1.95MB / 5.2MB,413MB / 24.6kB,54
1.75%,259.1MiB / 1.941GiB,13.04%,1.95MB / 5.22MB,413MB / 24.6kB,54
4.68%,259.1MiB / 1.941GiB,13.04%,1.96MB / 5.24MB,413MB / 24.6kB,54
2.82%,259.1MiB / 1.941GiB,13.04%,1.97MB / 5.27MB,413MB / 24.6kB,54
2.82%,259.1MiB / 1.941GiB,13.04%,1.98MB / 5.28MB,413MB / 24.6kB,54
2.19%,259.1MiB / 1.941GiB,13.04%,1.99MB / 5.31MB,413MB / 24.6kB,54
3.54%,259.1MiB / 1.941GiB,13.04%,2MB / 5.33MB,413MB / 24.6kB,54
3.81%,258.8MiB / 1.941GiB,13.03%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.56%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.57%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.57%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.64%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.34%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.66%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.73%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.46%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.56%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
0.66%,258.7MiB / 1.941GiB,13.02%,2.01MB / 5.37MB,413MB / 24.6kB,54
