CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
0.79%,191.3MiB / 1.941GiB,9.63%,358kB / 645kB,824MB / 49.2kB,51
0.61%,191.3MiB / 1.941GiB,9.63%,359kB / 647kB,824MB / 49.2kB,51
1.73%,191.2MiB / 1.941GiB,9.62%,360kB / 648kB,824MB / 49.2kB,51
0.62%,191.2MiB / 1.941GiB,9.62%,362kB / 652kB,824MB / 49.2kB,51
0.72%,191.3MiB / 1.941GiB,9.63%,363kB / 655kB,824MB / 49.2kB,51
0.60%,191.3MiB / 1.941GiB,9.63%,363kB / 655kB,824MB / 49.2kB,51
0.50%,191.4MiB / 1.941GiB,9.63%,364kB / 657kB,824MB / 49.2kB,51
0.88%,191.4MiB / 1.941GiB,9.63%,364kB / 657kB,824MB / 49.2kB,51
1.13%,191.4MiB / 1.941GiB,9.63%,365kB / 659kB,824MB / 49.2kB,51
0.65%,191.5MiB / 1.941GiB,9.64%,367kB / 662kB,824MB / 49.2kB,51
4.81%,192.1MiB / 1.941GiB,9.67%,371kB / 669kB,824MB / 49.2kB,51
0.53%,192.1MiB / 1.941GiB,9.67%,371kB / 669kB,824MB / 49.2kB,51
5.71%,192.1MiB / 1.941GiB,9.67%,376kB / 679kB,825MB / 49.2kB,51
1.77%,192.2MiB / 1.941GiB,9.67%,377kB / 681kB,825MB / 49.2kB,51
0.63%,192.1MiB / 1.941GiB,9.66%,377kB / 681kB,825MB / 49.2kB,51
2.00%,192.1MiB / 1.941GiB,9.66%,378kB / 683kB,825MB / 49.2kB,51
0.46%,192.1MiB / 1.941GiB,9.66%,378kB / 683kB,825MB / 49.2kB,51
0.37%,192.1MiB / 1.941GiB,9.66%,378kB / 683kB,825MB / 49.2kB,51
0.72%,192.1MiB / 1.941GiB,9.67%,380kB / 686kB,825MB / 49.2kB,51
1.71%,192.1MiB / 1.941GiB,9.67%,381kB / 690kB,825MB / 49.2kB,51
0.91%,192.1MiB / 1.941GiB,9.67%,383kB / 692kB,825MB / 49.2kB,51
0.76%,192.1MiB / 1.941GiB,9.67%,383kB / 693kB,825MB / 49.2kB,51
0.44%,192.1MiB / 1.941GiB,9.67%,383kB / 693kB,825MB / 49.2kB,51
0.69%,192.2MiB / 1.941GiB,9.67%,385kB / 697kB,825MB / 49.2kB,51
0.77%,192.2MiB / 1.941GiB,9.67%,387kB / 700kB,825MB / 49.2kB,51
4.70%,192.2MiB / 1.941GiB,9.67%,389kB / 705kB,825MB / 49.2kB,51
1.17%,192.1MiB / 1.941GiB,9.67%,389kB / 705kB,825MB / 49.2kB,51
3.26%,192.3MiB / 1.941GiB,9.68%,393kB / 714kB,825MB / 49.2kB,51
0.51%,192.3MiB / 1.941GiB,9.68%,393kB / 714kB,825MB / 49.2kB,51
0.44%,192.3MiB / 1.941GiB,9.68%,393kB / 714kB,825MB / 49.2kB,51
0.61%,192.3MiB / 1.941GiB,9.68%,393kB / 714kB,825MB / 49.2kB,51
1.30%,192.3MiB / 1.941GiB,9.68%,394kB / 715kB,825MB / 49.2kB,51
0.61%,192MiB / 1.941GiB,9.66%,394kB / 715kB,825MB / 49.2kB,51
0.55%,191.8MiB / 1.941GiB,9.65%,394kB / 715kB,825MB / 49.2kB,51
0.60%,191.8MiB / 1.941GiB,9.65%,394kB / 715kB,825MB / 49.2kB,51
0.48%,191.8MiB / 1.941GiB,9.65%,394kB / 715kB,825MB / 49.2kB,51
0.58%,191.8MiB / 1.941GiB,9.65%,394kB / 715kB,825MB / 49.2kB,51
0.60%,191.8MiB / 1.941GiB,9.65%,394kB / 715kB,825MB / 49.2kB,51
0.53%,191.8MiB / 1.941GiB,9.65%,394kB / 715kB,825MB / 49.2kB,51
0.62%,191.8MiB / 1.941GiB,9.65%,394kB / 715kB,825MB / 49.2kB,51
0.58%,191.8MiB / 1.941GiB,9.65%,394kB / 715kB,825MB / 49.2kB,51
0.52%,191.8MiB / 1.941GiB,9.65%,394kB / 716kB,825MB / 49.2kB,51
